,Borough,Zoneid,TNC,AgeCategory,Scaled_pop
740,Bronx,ID220,2880,3,22.57020057
741,Bronx,ID220,2892,3,22.57020057
742,Bronx,ID220,564,3,22.63655914
743,Bronx,ID220,388,3,22.63655914
744,Bronx,ID259,621,2,4.972112005
745,Bronx,ID259,1313,2,4.994785763
746,Bronx,ID259,1464,2,4.994785763
747,Bronx,ID259,1336,2,4.994785763
748,Bronx,ID259,215,2,4.972112005
749,Bronx,ID259,721,2,4.994785763
750,Bronx,ID259,1345,2,4.994785763
751,Bronx,ID259,1235,2,4.994785763
752,Bronx,ID259,1647,2,4.994785763
753,Bronx,ID259,1492,2,4.994785763
754,Bronx,ID259,93,2,4.972112005
755,Bronx,ID259,1434,2,4.994785763
756,Bronx,ID259,3852,3,4.972200338
757,Bronx,ID259,301,2,4.972112005
758,Bronx,ID259,2231,2,4.994785763
759,Bronx,ID259,1463,2,4.994785763
760,Bronx,ID259,91,2,4.972112005
761,Bronx,ID259,1253,2,4.994785763
762,Bronx,ID259,279,2,4.972112005
763,Bronx,ID259,334,2,4.972112005
764,Bronx,ID259,322,2,4.972112005
765,Bronx,ID259,3491,3,4.972200338
766,Bronx,ID259,289,2,4.972112005
767,Bronx,ID259,76,2,4.972112005
768,Bronx,ID259,1261,2,4.994785763
769,Bronx,ID259,1365,2,4.994785763
