,Borough,Zoneid,TNC,Scaled_pop
807,Bronx,ID254,1440,7.704690832
808,Bronx,ID254,162,7.564948943
809,Bronx,ID254,96,7.564948943
810,Bronx,ID254,183,7.564948943
811,Bronx,ID241,1577,33.20197368
812,Bronx,ID241,2264,33.7002635
813,Bronx,ID241,2657,33.7002635
814,Bronx,ID241,2495,33.7002635
815,Bronx,ID241,441,33.20197368
816,Bronx,ID241,1597,33.7002635
817,Bronx,ID241,2819,33.7002635
818,Bronx,ID241,2315,33.7002635
819,Bronx,ID241,3276,33.7002635
820,Bronx,ID241,2552,33.7002635
821,Bronx,ID241,192,33.20197368
822,Bronx,ID241,2595,33.7002635
823,Bronx,ID241,6726,33.89346405
824,Bronx,ID241,699,33.20197368
825,Bronx,ID241,4279,33.7002635
826,Bronx,ID241,2950,33.7002635
827,Bronx,ID241,300,33.20197368
828,Bronx,ID241,2233,33.7002635
829,Bronx,ID241,572,33.20197368
830,Bronx,ID241,756,33.20197368
831,Bronx,ID241,749,33.20197368
832,Bronx,ID241,6067,33.89346405
833,Bronx,ID241,585,33.20197368
834,Bronx,ID241,183,33.20197368
835,Bronx,ID241,2314,33.7002635
836,Bronx,ID241,2527,33.7002635
837,Bronx,ID241,2076,33.7002635
838,Bronx,ID241,333,33.20197368
839,Bronx,ID241,212,33.20197368
840,Bronx,ID241,310,33.20197368
841,Bronx,ID32,696,20.02456332
842,Bronx,ID32,1192,20.44317564
843,Bronx,ID32,1350,20.44317564
844,Bronx,ID32,1378,20.44317564
845,Bronx,ID32,219,20.02456332
846,Bronx,ID32,801,20.44317564
847,Bronx,ID32,1337,20.44317564
848,Bronx,ID32,1139,20.44317564
849,Bronx,ID32,1658,20.44317564
850,Bronx,ID32,1285,20.44317564
851,Bronx,ID32,92,20.02456332
852,Bronx,ID32,1379,20.44317564
853,Bronx,ID32,3668,20.63001083
854,Bronx,ID32,307,20.02456332
855,Bronx,ID32,2187,20.44317564
856,Bronx,ID32,1543,20.44317564
857,Bronx,ID32,102,20.02456332
858,Bronx,ID32,1271,20.44317564
859,Bronx,ID32,314,20.02456332
860,Bronx,ID32,382,20.02456332
861,Bronx,ID32,325,20.02456332
862,Bronx,ID32,3338,20.63001083
863,Bronx,ID32,318,20.02456332
864,Bronx,ID32,77,20.02456332
865,Bronx,ID32,1031,20.44317564
866,Bronx,ID32,1328,20.44317564
867,Bronx,ID32,926,20.44317564
868,Bronx,ID32,147,20.02456332
869,Bronx,ID32,69,20.02456332
870,Bronx,ID32,132,20.02456332
871,Bronx,ID51,944,31.56155365
872,Bronx,ID51,1477,31.78847413
873,Bronx,ID51,1477,31.78847413
874,Bronx,ID51,1547,31.78847413
875,Bronx,ID51,230,31.56155365
876,Bronx,ID51,995,31.78847413
877,Bronx,ID51,1616,31.78847413
878,Bronx,ID51,1489,31.78847413
879,Bronx,ID51,2035,31.78847413
880,Bronx,ID51,1519,31.78847413
881,Bronx,ID51,102,31.56155365
882,Bronx,ID51,1690,31.78847413
883,Bronx,ID51,4014,31.26377187
884,Bronx,ID51,382,31.56155365
885,Bronx,ID51,3245,31.78847413
886,Bronx,ID51,1818,31.78847413
887,Bronx,ID51,128,31.56155365
888,Bronx,ID51,1415,31.78847413
889,Bronx,ID51,353,31.56155365
890,Bronx,ID51,382,31.56155365
891,Bronx,ID51,391,31.56155365
892,Bronx,ID51,3884,31.26377187
893,Bronx,ID51,315,31.56155365
894,Bronx,ID51,95,31.56155365
895,Bronx,ID51,1470,31.78847413
896,Bronx,ID51,1606,31.78847413
897,Bronx,ID51,1185,31.78847413
898,Bronx,ID51,157,31.56155365
899,Bronx,ID51,106,31.56155365
900,Bronx,ID51,135,31.56155365
901,Bronx,ID94,532,45.44093178
902,Bronx,ID94,964,46.99834711
903,Bronx,ID94,1075,46.99834711
904,Bronx,ID94,1090,46.99834711
905,Bronx,ID94,167,45.44093178
906,Bronx,ID94,627,46.99834711
907,Bronx,ID94,986,46.99834711
908,Bronx,ID94,941,46.99834711
909,Bronx,ID94,1268,46.99834711
910,Bronx,ID94,961,46.99834711
911,Bronx,ID94,55,45.44093178
912,Bronx,ID94,1088,46.99834711
913,Bronx,ID94,2957,46.89291598
914,Bronx,ID94,284,45.44093178
915,Bronx,ID94,1803,46.99834711
916,Bronx,ID94,1149,46.99834711
917,Bronx,ID94,82,45.44093178
918,Bronx,ID94,913,46.99834711
919,Bronx,ID94,231,45.44093178
920,Bronx,ID94,285,45.44093178
921,Bronx,ID94,249,45.44093178
922,Bronx,ID94,2834,46.89291598
923,Bronx,ID94,203,45.44093178
924,Bronx,ID94,51,45.44093178
925,Bronx,ID94,917,46.99834711
926,Bronx,ID94,1080,46.99834711
927,Bronx,ID94,727,46.99834711
928,Bronx,ID94,83,45.44093178
929,Bronx,ID94,52,45.44093178
930,Bronx,ID94,77,45.44093178
