,X,cnty_rte,milepost,CASENO,severity,light,numvehs,numlanes,mediantype,medwidth,speed,volume,ruralurban
1303,05001 27 U-72.921-201401050340973019648,05001 27 U,72.921,2.01E+20,3,NDL,1,2,UD,0,I,33900,U
1304,05001 27LU-28.02-201401061300973019837,05001 27LU,28.02,2.01E+20,3,DL,2,2,UD,0,I,2166,R
1305,05001 27RD-76.52-201401071825973020578,05001 27RD,76.52,2.01E+20,5,NDL,2,4,D,46,H,50000,U
1306,05001 27RD-77.55-201401131605973018350,05001 27RD,77.55,2.01E+20,5,DL,2,4,D,46,H,77000,U
1307,05001 27RD-77.92-201401041525973017184,05001 27RD,77.92,2.01E+20,4,DL,2,> 4,D,22,H,77000,U
1308,05001 27RD-78.07-201401131547973012079,05001 27RD,78.07,2.01E+20,4,DL,3,4,D,22,H,77000,U
1309,05001 27RD-79.28-201401021720973020578,05001 27RD,79.28,2.01E+20,5,NDL,2,4,D,46,H,72000,U
1310,05001 27RD-80.97-201401041256973015014,05001 27RD,80.97,2.01E+20,4,DL,2,> 4,D,46,H,83000,U
1311,05001 27RD-86.81-201401031435973015160,05001 27RD,86.81,2.01E+20,4,DL,2,4,D,94,H,42000,U
1312,05001 27RD-87.64-201401081727973020576,05001 27RD,87.64,2.01E+20,5,NDL,2,4,D,94,H,42000,R
1313,05001 40 D-16.95-201401071558400654160,05001 40 D,16.95,2.01E+20,5,DL,2,4,D,4,I,27950,U
1314,05001 40 D-20.64-201401130100974517146,05001 40 D,20.64,2.01E+20,2,NDL,1,4,D,6,H,16041,R
1315,05001 40 D-22.23-201401131425974515734,05001 40 D,22.23,2.01E+20,5,DL,1,4,D,22,H,22295,R
1316,05001 40 U-15.33-201401121636400500087,05001 40 U,15.33,2.01E+20,3,DL,2,2,UD,0,I,10016,B
1317,05001 40 U-3.5-201401012220974517144,05001 40 U,3.5,2.01E+20,4,NDL,1,2,UD,0,I,5798,R
1318,05001 40 U-38.87-201401121552974515734,05001 40 U,38.87,2.01E+20,5,DL,2,2,UD,0,H,6672,R
1319,05001 40 U-71.88-201401101240974014662,05001 40 U,71.88,2.01E+20,5,DL,1,2,UD,0,I,2698,R
1320,05001 42 D-22.47-201401121814420200232,05001 42 D,22.47,2.01E+20,2,NDL,2,4,D,12,H,26462,U
1321,05001 42 U-18.5-201401140825975513618,05001 42 U,18.5,2.01E+20,5,DL,2,2,UD,0,H,7521,R
1322,05001 42MD-31.58-201401031414975517910,05001 42MD,31.58,2.01E+20,5,DL,1,4,D,22,H,14476,U
1323,05001 42MD-34.81-201401041604975015916,05001 42MD,34.81,2.01E+20,5,DL,1,4,D,46,H,14289,R
1324,05001 42RD-26.29-201401011750975512436,05001 42RD,26.29,2.01E+20,5,NDL,1,4,D,22,H,15325,U
1325,05001 42RU-7.52-201401141425975512436,05001 42RU,7.52,2.01E+20,5,DL,1,2,UD,0,H,6805,R
1326,05001 44 D-10.42-201401080715972018328,05001 44 D,10.42,2.01E+20,5,DL,2,4,D,14,H,82000,U
1327,05001 44 D-11.92-201401031445972018231,05001 44 D,11.92,2.01E+20,5,DL,2,4,D,14,H,84000,U
1328,05001 44 D-11.99-201401091740972020261,05001 44 D,11.99,2.01E+20,5,NDL,2,4,D,14,H,84000,U
1329,05001 44 D-13.801-201401111250972018231,05001 44 D,13.801,2.01E+20,4,DL,2,4,D,14,H,88000,U
1330,05001 44 D-14.96-201401071445972018328,05001 44 D,14.96,2.01E+20,5,DL,4,4,D,14,H,94000,U
1331,05001 44 D-15.24-201401081345972011791,05001 44 D,15.24,2.01E+20,5,DL,2,4,D,12,H,94000,U
1332,05001 44 D-15.27-201401131020972016242,05001 44 D,15.27,2.01E+20,5,DL,3,4,D,14,H,94000,U
1333,05001 44 D-17.23-201401121200972018231,05001 44 D,17.23,2.01E+20,4,DL,2,4,D,99,I,61000,U
1334,05001 44 D-8.26-201401141823972016633,05001 44 D,8.26,2.01E+20,4,NDL,2,4,D,70,H,68000,U
1335,05001 44 D-9.3-201401090755972018231,05001 44 D,9.3,2.01E+20,5,DL,3,4,D,15,H,82000,U
1336,05001 44RD-0.21-201401101330972017959,05001 44RD,0.21,2.01E+20,5,DL,1,4,D,33,H,37000,U
1337,05009 44 U-11.14-201401100940972018976,05009 44 U,11.14,2.01E+20,5,DL,2,2,UD,0,I,15800,U
1338,05009 44 U-7.63-201401081755972018650,05009 44 U,7.63,2.01E+20,5,NDL,1,2,UD,0,I,20800,U
1339,05009 44 U-8.15-201401060853972015170,05009 44 U,8.15,2.01E+20,4,DL,2,2,UD,0,I,15300,U
1340,05017 44 D-0.59-201401021130972018756,05017 44 D,0.59,2.01E+20,5,DL,2,4,D,22,H,63000,U
1341,05017 44 D-0.76-201401110420972018976,05017 44 D,0.76,2.01E+20,1,NDL,2,4,D,22,H,61000,U
1342,05017 44 D-1.6-201401100711972018083,05017 44 D,1.6,2.01E+20,4,DL,1,4,D,22,H,61000,U
1343,05017 44 D-10.6-201401052248972020261,05017 44 D,10.6,2.01E+20,5,NDL,2,4,D,6,H,55000,R
1344,05017 44 D-11.19-201401130350972018508,05017 44 D,11.19,2.01E+20,5,NDL,1,4,D,6,H,55000,R
1345,05017 44 D-3.301-201401071620972018601,05017 44 D,3.301,2.01E+20,4,DL,2,4,D,33,H,61000,U
1346,05017 44 D-3.324-201401111406440405370,05017 44 D,3.324,2.01E+20,5,DL,2,4,D,33,H,61000,U
1347,05025 35 U-0.57-201401141140973516696,05025 35 U,0.57,2.01E+20,5,DL,1,2,UD,0,I,300,R
1348,05025 35 U-54.01-201401141705972520021,05025 35 U,54.01,2.01E+20,5,DL,2,2,UD,0,H,16500,R
1349,05025 35 U-54.1-201401091645972520008,05025 35 U,54.1,2.01E+20,5,DL,2,2,UD,0,H,16500,R
1350,05025 35 U-57.808-201401051640972520008,05025 35 U,57.808,2.01E+20,5,DL,3,2,UD,0,H,18942,R
1351,05041 40 U-15.867-201401141839400804044,05041 40 U,15.867,2.01E+20,5,NDL,2,4,UD,0,I,12129,U
1352,05041 40 U-27.18-201401130809974011452,05041 40 U,27.18,2.01E+20,5,DL,2,2,UD,0,I,2500,R
1353,05046 40 U-43.5-201401132137974014622,05046 40 U,43.5,2.01E+20,4,NDL,1,2,UD,0,H,15447,R
1354,05046 40RU-21.94-201401111800400400928,05046 40RU,21.94,2.01E+20,4,NDL,2,2,UD,0,H,7224,B
1355,05068 27 U-1.26-201401140826270701445,05068 27 U,1.26,2.01E+20,5,DL,2,4,UD,0,H,19700,U
1356,05068 27 U-13.32-201401031850973019315,05068 27 U,13.32,2.01E+20,5,NDL,2,2,D,0,H,23000,U
1357,05068 27 U-2.46-201401081859973020621,05068 27 U,2.46,2.01E+20,5,NDL,2,2,UD,0,H,25062,U
1358,05068 27TD-18.13-201401010045973020621,05068 27TD,18.13,2.01E+20,3,NDL,1,4,D,46,H,27600,U
1359,05101 27 D-101.21-201401022015973020057,05101 27 D,101.21,2.01E+20,5,NDL,2,4,D,16,H,58165,R
1360,05101 27 D-49.16-201401051246973519127,05101 27 D,49.16,2.01E+20,5,DL,2,4,D,46,H,23300,R
1361,05101 27 D-56.04-201401010544973519127,05101 27 D,56.04,2.01E+20,5,NDL,1,4,D,44,H,33700,R
1362,05101 27 D-58.4-201401040755973519486,05101 27 D,58.4,2.01E+20,4,DL,1,> 4,D,56,H,33700,R
1363,05101 27 D-64.53-201401101724973019806,05101 27 D,64.53,2.01E+20,3,NDL,2,4,D,66,H,38200,R
1364,05101 27 D-64.73-201401101738973019981,05101 27 D,64.73,2.01E+20,4,NDL,2,4,D,38,H,37700,R
1365,05101 27 D-67.4-201401131630973017020,05101 27 D,67.4,2.01E+20,4,DL,1,4,D,68,H,39300,R
1366,05101 27 D-67.4-201401141305973018350,05101 27 D,67.4,2.01E+20,4,DL,2,4,D,68,H,39300,R
1367,05101 27 D-69.39-201401020700973018350,05101 27 D,69.39,2.01E+20,5,DL,1,4,D,46,H,36900,R
1368,05101 27 D-71.46-201401021727973020576,05101 27 D,71.46,2.01E+20,5,NDL,1,4,D,46,H,39000,B
1369,05101 27 D-80.49-201401070730973013024,05101 27 D,80.49,2.01E+20,5,DL,2,4,D,46,H,43600,R
1370,05101 27 D-85.12-201401091845973017803,05101 27 D,85.12,2.01E+20,3,NDL,1,4,D,46,H,38100,U
1371,05101 27 D-87.97-201401021040973018350,05101 27 D,87.97,2.01E+20,5,DL,1,4,D,40,H,73900,U
1372,05101 27 D-93.08-201401102120973019981,05101 27 D,93.08,2.01E+20,5,NDL,1,> 4,D,16,H,62263,U
1373,05101 27 D-94.28-201401110025973019700,05101 27 D,94.28,2.01E+20,5,NDL,1,4,D,16,H,61987,U
1374,05101 27 D-96.04-201401051403973017020,05101 27 D,96.04,2.01E+20,5,DL,2,> 4,D,22,H,83700,U
1375,05101 27RD-14.47-201401100500973517257,05101 27RD,14.47,2.01E+20,5,NDL,2,4,D,46,H,15500,R
1376,05101 27RD-7.44-201401010300973519263,05101 27RD,7.44,2.01E+20,5,NDL,1,4,D,46,H,17800,R
1377,05101 27RL-42.1-201401021205973517681,05101 27RL,42.1,2.01E+20,5,DL,2,2,D,99,H,12900,B
1378,05101 35 D-6.39-201401090735972515999,05101 35 D,6.39,2.01E+20,5,DL,1,4,D,36,H,50000,R
1379,05101 35 L-0.51-201401071130972515999,05101 35 L,0.51,2.01E+20,5,DL,2,2,D,99,H,29000,R
1380,05101 35 L-2.999-201401011820972519887,05101 35 L,2.999,2.01E+20,1,NDL,1,2,D,50,H,29000,R
1381,05101 40 D-1.01-201401111035974517238,05101 40 D,1.01,2.01E+20,2,DL,1,4,D,46,H,57500,U
1382,05101 40 D-10.44-201401091448974513531,05101 40 D,10.44,2.01E+20,5,DL,1,4,D,99,H,59500,R
1383,05101 40 D-13.62-201401041611974515565,05101 40 D,13.62,2.01E+20,5,DL,1,4,D,40,H,58900,B
1384,05101 40 D-16.11-201401011445974512601,05101 40 D,16.11,2.01E+20,5,DL,2,4,D,40,H,76300,B
1385,05101 40 D-16.37-201401091045974513531,05101 40 D,16.37,2.01E+20,5,DL,1,4,D,75,H,78833,B
1386,05101 40 D-16.53-201401131434974514910,05101 40 D,16.53,2.01E+20,5,DL,2,4,D,46,H,64859,B
1387,05101 40 D-26.07-201401021332400659350,05101 40 D,26.07,2.01E+20,4,DL,2,4,D,36,H,61072,U
1388,05101 40 D-31.25-201401050140974516068,05101 40 D,31.25,2.01E+20,3,NDL,1,4,D,12,H,44600,R
1389,05101 40 D-35.91-201401101415974512601,05101 40 D,35.91,2.01E+20,5,DL,4,4,D,12,H,44600,R
1390,05101 40 D-4.98-201401120444974518021,05101 40 D,4.98,2.01E+20,5,NDL,1,4,D,46,H,59600,U
